Seed,Model,Dataset,Accuracy,AUC
5297,RandomForest,Training,0.825,0.93375
5297,RandomForest,Test,0.6410256410256411,0.6590909090909091
5297,GradientBoosting,Training,0.8,0.86125
5297,GradientBoosting,Test,0.6666666666666666,0.6737967914438502
5297,SVC,Training,0.7125,0.226875
5297,SVC,Test,0.6666666666666666,0.22459893048128343
5297,MLPClassifier,Training,0.7375,0.771875
5297,MLPClassifier,Test,0.6923076923076923,0.7727272727272727
9543,LogisticRegression,Training,0.7,0.7793749999999999
9543,LogisticRegression,Test,0.6444444444444445,0.7198275862068966
9543,RandomForest,Training,0.8125,0.9037499999999999
9543,RandomForest,Test,0.6888888888888889,0.7176724137931034
9543,GradientBoosting,Training,0.7625,0.8846875
9543,GradientBoosting,Test,0.6666666666666666,0.6864224137931034
9543,SVC,Training,0.6875,0.778125
9543,SVC,Test,0.6444444444444445,0.720905172413793
9543,MLPClassifier,Training,0.7,0.776875
9543,MLPClassifier,Test,0.7111111111111111,0.730603448275862
277,LogisticRegression,Training,0.675,0.7518750000000001
277,LogisticRegression,Test,0.7209302325581395,0.7813852813852814
277,RandomForest,Training,0.85,0.9362499999999999
277,RandomForest,Test,0.5348837209302325,0.5930735930735931
277,GradientBoosting,Training,1.0,1.0
277,GradientBoosting,Test,0.6511627906976745,0.6298701298701298
277,SVC,Training,0.6875,0.74625
277,SVC,Test,0.7209302325581395,0.7683982683982684
277,MLPClassifier,Training,0.7125,0.7825000000000001
277,MLPClassifier,Test,0.627906976744186,0.7662337662337663
2225,LogisticRegression,Training,0.675,0.73125
2225,LogisticRegression,Test,0.75,0.8106060606060606
2225,RandomForest,Training,0.9375,0.9887499999999999
2225,RandomForest,Test,0.55,0.5909090909090908
2225,GradientBoosting,Training,0.925,0.9871875
2225,GradientBoosting,Test,0.45,0.5416666666666666
2225,SVC,Training,0.6875,0.730625
2225,SVC,Test,0.75,0.8131313131313131
2225,MLPClassifier,Training,0.9,0.9525000000000001
2225,MLPClassifier,Test,0.625,0.6148989898989898
2767,LogisticRegression,Training,0.75,0.8225
2767,LogisticRegression,Test,0.575,0.625
2767,RandomForest,Training,0.8625,0.9425
2767,RandomForest,Test,0.525,0.5654761904761905
2767,GradientBoosting,Training,0.8,0.8828125
2767,GradientBoosting,Test,0.525,0.5297619047619049
2767,SVC,Training,0.75,0.8253124999999999
2767,SVC,Test,0.6,0.6279761904761905
2767,MLPClassifier,Training,0.75,0.82625
2767,MLPClassifier,Test,0.575,0.6160714285714286
7300,LogisticRegression,Training,0.725,0.7718749999999999
7300,LogisticRegression,Test,0.6585365853658537,0.6666666666666667
7300,RandomForest,Training,0.7375,0.866875
7300,RandomForest,Test,0.6097560975609756,0.6557971014492754
7300,GradientBoosting,Training,0.7375,0.843125
7300,GradientBoosting,Test,0.6341463414634146,0.6292270531400966
7300,SVC,Training,0.7,0.7718749999999999
7300,SVC,Test,0.6585365853658537,0.6618357487922706
7300,MLPClassifier,Training,0.725,0.770625
7300,MLPClassifier,Test,0.6585365853658537,0.6570048309178743
3057,LogisticRegression,Training,0.6375,0.76
3057,LogisticRegression,Test,0.6888888888888889,0.7866666666666666
3057,RandomForest,Training,0.9,0.9668750000000002
3057,RandomForest,Test,0.6444444444444445,0.7122222222222221
3057,GradientBoosting,Training,1.0,1.0
3057,GradientBoosting,Test,0.6,0.7
3057,SVC,Training,0.675,0.5893749999999999
3057,SVC,Test,0.5777777777777777,0.5111111111111111
3057,MLPClassifier,Training,0.725,0.806875
3057,MLPClassifier,Test,0.6666666666666666,0.7177777777777777
4819,LogisticRegression,Training,0.65,0.7056250000000001
4819,LogisticRegression,Test,0.7317073170731707,0.8014705882352942
4819,RandomForest,Training,0.8125,0.936875
4819,RandomForest,Test,0.5609756097560976,0.5882352941176471
4819,GradientBoosting,Training,0.9375,0.9868750000000001
4819,GradientBoosting,Test,0.5853658536585366,0.6066176470588235
4819,SVC,Training,0.725,0.75125
4819,SVC,Test,0.5853658536585366,0.7132352941176471
4819,MLPClassifier,Training,0.7,0.7656250000000001
4819,MLPClassifier,Test,0.6097560975609756,0.7034313725490197
7900,LogisticRegression,Training,0.75,0.7987500000000002
7900,LogisticRegression,Test,0.6363636363636364,0.6615384615384616
7900,RandomForest,Training,0.8125,0.9256249999999999
7900,RandomForest,Test,0.6060606060606061,0.6269230769230769
7900,GradientBoosting,Training,0.7875,0.85
7900,GradientBoosting,Test,0.5454545454545454,0.6057692307692308
7900,SVC,Training,0.7625,0.2225
7900,SVC,Test,0.5757575757575758,0.3384615384615384
7900,MLPClassifier,Training,0.7625,0.80125
7900,MLPClassifier,Test,0.5757575757575758,0.6384615384615384
6900,LogisticRegression,Training,0.6875,0.74875
6900,LogisticRegression,Test,0.6363636363636364,0.7363834422657951
6900,RandomForest,Training,0.825,0.9175
6900,RandomForest,Test,0.6136363636363636,0.6209150326797386
6900,GradientBoosting,Training,0.975,0.994375
6900,GradientBoosting,Test,0.5681818181818182,0.5991285403050108
6900,SVC,Training,0.6375,0.27718750000000003
6900,SVC,Test,0.6590909090909091,0.3246187363834423
6900,MLPClassifier,Training,0.6875,0.7518750000000001
6900,MLPClassifier,Test,0.6363636363636364,0.738562091503268
3142,LogisticRegression,Training,0.6375,0.7106250000000001
3142,LogisticRegression,Test,0.8292682926829268,0.85
3142,RandomForest,Training,0.85,0.900625
3142,RandomForest,Test,0.6829268292682927,0.6399999999999999
3142,GradientBoosting,Training,0.975,0.9971874999999999
3142,GradientBoosting,Test,0.6585365853658537,0.62125
3142,SVC,Training,0.6375,0.29125000000000006
3142,SVC,Test,0.8292682926829268,0.1525
3142,MLPClassifier,Training,0.8125,0.9175
3142,MLPClassifier,Test,0.4634146341463415,0.44249999999999995
353,LogisticRegression,Training,0.725,0.78625
353,LogisticRegression,Test,0.631578947368421,0.6931818181818182
353,RandomForest,Training,1.0,1.0
353,RandomForest,Test,0.47368421052631576,0.5497159090909091
353,GradientBoosting,Training,0.95,0.9906250000000001
353,GradientBoosting,Test,0.47368421052631576,0.49715909090909094
353,SVC,Training,0.7,0.725
353,SVC,Test,0.631578947368421,0.65625
353,MLPClassifier,Training,0.725,0.786875
353,MLPClassifier,Test,0.631578947368421,0.6903409090909091
7549,LogisticRegression,Training,0.7,0.7512500000000001
7549,LogisticRegression,Test,0.6097560975609756,0.6838235294117647
7549,RandomForest,Training,0.75,0.90625
7549,RandomForest,Test,0.6097560975609756,0.6764705882352942
7549,GradientBoosting,Training,0.7625,0.8315625
7549,GradientBoosting,Test,0.6585365853658537,0.6948529411764706
7549,SVC,Training,0.7,0.25499999999999995
7549,SVC,Test,0.6585365853658537,0.3112745098039216
7549,MLPClassifier,Training,0.7,0.75
7549,MLPClassifier,Test,0.6097560975609756,0.6813725490196079
5156,LogisticRegression,Training,0.75,0.81
5156,LogisticRegression,Test,0.6060606060606061,0.6423076923076922
5156,RandomForest,Training,0.85,0.963125
5156,RandomForest,Test,0.5454545454545454,0.6057692307692308
5156,GradientBoosting,Training,0.7875,0.8715625
5156,GradientBoosting,Test,0.5757575757575758,0.5769230769230769
5156,SVC,Training,0.7375,0.804375
5156,SVC,Test,0.6060606060606061,0.6192307692307693
5156,MLPClassifier,Training,0.7375,0.808125
5156,MLPClassifier,Test,0.5757575757575758,0.6346153846153846
6533,LogisticRegression,Training,0.7,0.776875
6533,LogisticRegression,Test,0.625,0.7037037037037037
6533,RandomForest,Training,0.7625,0.91
6533,RandomForest,Test,0.625,0.6965811965811965
6533,GradientBoosting,Training,0.775,0.8546875
6533,GradientBoosting,Test,0.65,0.7051282051282051
6533,SVC,Training,0.725,0.7881250000000001
6533,SVC,Test,0.625,0.6723646723646723
6533,MLPClassifier,Training,0.7125,0.7806249999999999
6533,MLPClassifier,Test,0.7,0.717948717948718
7238,LogisticRegression,Training,0.75,0.763125
7238,LogisticRegression,Test,0.6410256410256411,0.7289473684210526
7238,RandomForest,Training,0.925,0.9874999999999999
7238,RandomForest,Test,0.46153846153846156,0.5263157894736842
7238,GradientBoosting,Training,0.9875,0.998125
7238,GradientBoosting,Test,0.5128205128205128,0.5157894736842105
7238,SVC,Training,0.7375,0.25875
7238,SVC,Test,0.6153846153846154,0.2947368421052632
7238,MLPClassifier,Training,0.7375,0.76125
7238,MLPClassifier,Test,0.6153846153846154,0.7342105263157894
810,LogisticRegression,Training,0.6625,0.7475
810,LogisticRegression,Test,0.6086956521739131,0.6977687626774848
810,RandomForest,Training,0.7875,0.888125
810,RandomForest,Test,0.6304347826086957,0.6582150101419879
810,GradientBoosting,Training,0.7375,0.8071875
810,GradientBoosting,Test,0.6086956521739131,0.6795131845841785
810,SVC,Training,0.675,0.25250000000000006
810,SVC,Test,0.5869565217391305,0.30020283975659234
810,MLPClassifier,Training,0.6625,0.74875
810,MLPClassifier,Test,0.6304347826086957,0.6997971602434078
8667,LogisticRegression,Training,0.625,0.7425
8667,LogisticRegression,Test,0.6774193548387096,0.8201754385964912
8667,RandomForest,Training,0.85,0.9384374999999999
8667,RandomForest,Test,0.5806451612903226,0.8114035087719297
8667,GradientBoosting,Training,1.0,1.0
8667,GradientBoosting,Test,0.6774193548387096,0.7982456140350876
8667,SVC,Training,0.675,0.7106250000000001
8667,SVC,Test,0.5483870967741935,0.6622807017543859
8667,MLPClassifier,Training,0.85,0.9337500000000001
8667,MLPClassifier,Test,0.5483870967741935,0.631578947368421
9567,LogisticRegression,Training,0.65,0.7100000000000001
9567,LogisticRegression,Test,0.8,0.8374485596707819
9567,RandomForest,Training,0.875,0.931875
9567,RandomForest,Test,0.6444444444444445,0.705761316872428
9567,GradientBoosting,Training,0.725,0.8246875
9567,GradientBoosting,Test,0.6888888888888889,0.6965020576131686
9567,SVC,Training,0.6,0.28031249999999996
9567,SVC,Test,0.7777777777777778,0.1769547325102881
9567,MLPClassifier,Training,0.675,0.745625
9567,MLPClassifier,Test,0.7111111111111111,0.7674897119341564
1967,LogisticRegression,Training,0.625,0.6975
1967,LogisticRegression,Test,0.6818181818181818,0.8078512396694215
1967,RandomForest,Training,0.775,0.8825000000000001
1967,RandomForest,Test,0.6590909090909091,0.6993801652892562
1967,GradientBoosting,Training,1.0,1.0
1967,GradientBoosting,Test,0.6363636363636364,0.6291322314049587
1967,SVC,Training,0.65,0.6025
1967,SVC,Test,0.6136363636363636,0.41942148760330583
1967,MLPClassifier,Training,0.65,0.6975
1967,MLPClassifier,Test,0.6136363636363636,0.8078512396694215
4022,LogisticRegression,Training,0.6375,0.70125
4022,LogisticRegression,Test,0.723404255319149,0.8869731800766284
4022,RandomForest,Training,0.8,0.9031250000000001
4022,RandomForest,Test,0.6170212765957447,0.7001915708812261
4022,GradientBoosting,Training,1.0,1.0
4022,GradientBoosting,Test,0.6595744680851063,0.7183908045977011
4022,SVC,Training,0.6625,0.708125
4022,SVC,Test,0.6595744680851063,0.768199233716475
4022,MLPClassifier,Training,0.75,0.81625
4022,MLPClassifier,Test,0.6170212765957447,0.6628352490421456
308,LogisticRegression,Training,0.6375,0.745
308,LogisticRegression,Test,0.6976744186046512,0.7948717948717949
308,RandomForest,Training,0.825,0.93125
308,RandomForest,Test,0.4418604651162791,0.6153846153846154
308,GradientBoosting,Training,1.0,1.0
308,GradientBoosting,Test,0.5813953488372093,0.5794871794871795
308,SVC,Training,0.7,0.713125
308,SVC,Test,0.5116279069767442,0.7076923076923076
308,MLPClassifier,Training,0.7,0.7656250000000001
308,MLPClassifier,Test,0.5348837209302325,0.7538461538461538
3748,LogisticRegression,Training,0.675,0.7324999999999999
3748,LogisticRegression,Test,0.725,0.7844611528822055
3748,RandomForest,Training,0.9,0.971875
3748,RandomForest,Test,0.675,0.6541353383458647
3748,GradientBoosting,Training,0.9375,0.976875
3748,GradientBoosting,Test,0.55,0.6691729323308271
3748,SVC,Training,0.6875,0.274375
3748,SVC,Test,0.725,0.23558897243107774
3748,MLPClassifier,Training,0.675,0.74875
3748,MLPClassifier,Test,0.75,0.7568922305764411
6142,LogisticRegression,Training,0.65,0.71375
6142,LogisticRegression,Test,0.6976744186046512,0.8043478260869565
6142,RandomForest,Training,0.9125,0.971875
6142,RandomForest,Test,0.5813953488372093,0.6706521739130434
6142,GradientBoosting,Training,0.7375,0.8374999999999999
6142,GradientBoosting,Test,0.7209302325581395,0.7891304347826087
6142,SVC,Training,0.6375,0.701875
6142,SVC,Test,0.6511627906976745,0.7652173913043478
6142,MLPClassifier,Training,0.6625,0.7224999999999999
6142,MLPClassifier,Test,0.7674418604651163,0.8
5490,LogisticRegression,Training,0.7125,0.7606250000000001
5490,LogisticRegression,Test,0.6458333333333334,0.7150635208711434
5490,RandomForest,Training,0.8625,0.9553125
5490,RandomForest,Test,0.625,0.6107078039927404
5490,GradientBoosting,Training,1.0,1.0
5490,GradientBoosting,Test,0.5625,0.5662431941923775
5490,SVC,Training,0.7125,0.77125
5490,SVC,Test,0.6458333333333334,0.6606170598911071
5490,MLPClassifier,Training,0.8875,0.9725
5490,MLPClassifier,Test,0.5625,0.52994555353902
509,LogisticRegression,Training,0.675,0.7537499999999999
509,LogisticRegression,Test,0.627906976744186,0.7195652173913043
509,RandomForest,Training,0.9,0.975625
509,RandomForest,Test,0.4883720930232558,0.44782608695652176
509,GradientBoosting,Training,0.7375,0.83375
509,GradientBoosting,Test,0.627906976744186,0.5956521739130435
509,SVC,Training,0.675,0.7537499999999999
509,SVC,Test,0.627906976744186,0.7195652173913043
509,MLPClassifier,Training,0.675,0.7581249999999999
509,MLPClassifier,Test,0.6046511627906976,0.7086956521739131
5246,LogisticRegression,Training,0.7625,0.8043750000000001
5246,LogisticRegression,Test,0.6,0.6666666666666667
5246,RandomForest,Training,0.8125,0.90125
5246,RandomForest,Test,0.575,0.5827067669172933
5246,GradientBoosting,Training,0.825,0.89875
5246,GradientBoosting,Test,0.625,0.5977443609022557
5246,SVC,Training,0.7625,0.8049999999999999
5246,SVC,Test,0.6,0.6566416040100251
5246,MLPClassifier,Training,0.775,0.8418749999999999
5246,MLPClassifier,Test,0.525,0.631578947368421
3641,LogisticRegression,Training,0.6875,0.724375
3641,LogisticRegression,Test,0.717948717948718,0.7973684210526315
3641,RandomForest,Training,0.8,0.9175
3641,RandomForest,Test,0.5897435897435898,0.6723684210526315
3641,GradientBoosting,Training,1.0,1.0
3641,GradientBoosting,Test,0.5384615384615384,0.5605263157894738
3641,SVC,Training,0.65,0.295625
3641,SVC,Test,0.6666666666666666,0.20526315789473687
3641,MLPClassifier,Training,0.6875,0.7312500000000001
3641,MLPClassifier,Test,0.717948717948718,0.8
7112,LogisticRegression,Training,0.675,0.730625
7112,LogisticRegression,Test,0.7435897435897436,0.7907608695652174
7112,RandomForest,Training,0.925,0.98
7112,RandomForest,Test,0.6410256410256411,0.6331521739130435
7112,GradientBoosting,Training,0.95,0.99125
7112,GradientBoosting,Test,0.5897435897435898,0.5163043478260869
7112,SVC,Training,0.7375,0.740625
7112,SVC,Test,0.6666666666666666,0.7282608695652174
7112,MLPClassifier,Training,0.725,0.768125
7112,MLPClassifier,Test,0.6666666666666666,0.7445652173913043
8564,LogisticRegression,Training,0.7375,0.7725
8564,LogisticRegression,Test,0.631578947368421,0.7194444444444444
8564,RandomForest,Training,0.8625,0.96375
8564,RandomForest,Test,0.631578947368421,0.7708333333333334
8564,GradientBoosting,Training,0.7875,0.8325
8564,GradientBoosting,Test,0.631578947368421,0.6986111111111112
8564,SVC,Training,0.75,0.7718750000000001
8564,SVC,Test,0.6578947368421053,0.7083333333333333
8564,MLPClassifier,Training,0.725,0.7731250000000001
8564,MLPClassifier,Test,0.631578947368421,0.7166666666666667
9072,LogisticRegression,Training,0.7,0.768125
9072,LogisticRegression,Test,0.5405405405405406,0.7142857142857143
9072,RandomForest,Training,0.8125,0.9128125
9072,RandomForest,Test,0.5945945945945946,0.6607142857142858
9072,GradientBoosting,Training,0.75,0.8384375000000001
9072,GradientBoosting,Test,0.5945945945945946,0.7068452380952381
9072,SVC,Training,0.7125,0.6568750000000001
9072,SVC,Test,0.4864864864864865,0.3214285714285714
9072,MLPClassifier,Training,0.7,0.768125
9072,MLPClassifier,Test,0.5135135135135135,0.7142857142857143
2305,LogisticRegression,Training,0.625,0.76125
2305,LogisticRegression,Test,0.717948717948718,0.742603550295858
2305,RandomForest,Training,0.8625,0.9256249999999999
2305,RandomForest,Test,0.6410256410256411,0.7307692307692308
2305,GradientBoosting,Training,0.9875,0.9975
2305,GradientBoosting,Test,0.6666666666666666,0.7071005917159763
2305,SVC,Training,0.6375,0.24937500000000004
2305,SVC,Test,0.6923076923076923,0.2988165680473373
2305,MLPClassifier,Training,0.6875,0.7837500000000001
2305,MLPClassifier,Test,0.6923076923076923,0.7396449704142012
8490,LogisticRegression,Training,0.7125,0.778125
8490,LogisticRegression,Test,0.6756756756756757,0.7176470588235294
8490,RandomForest,Training,0.9125,0.97
8490,RandomForest,Test,0.5405405405405406,0.6529411764705882
8490,GradientBoosting,Training,0.775,0.8565625000000001
8490,GradientBoosting,Test,0.5945945945945946,0.6294117647058823
8490,SVC,Training,0.7125,0.23812499999999998
8490,SVC,Test,0.6756756756756757,0.32352941176470584
8490,MLPClassifier,Training,0.7375,0.815
8490,MLPClassifier,Test,0.5945945945945946,0.6588235294117647
7673,LogisticRegression,Training,0.575,0.6174999999999999
7673,LogisticRegression,Test,0.6511627906976745,0.6666666666666666
7673,RandomForest,Training,0.8125,0.88875
7673,RandomForest,Test,0.4418604651162791,0.38773148148148145
7673,GradientBoosting,Training,1.0,1.0
7673,GradientBoosting,Test,0.4883720930232558,0.4641203703703704
7673,SVC,Training,0.675,0.714375
7673,SVC,Test,0.3953488372093023,0.42129629629629634
7673,MLPClassifier,Training,0.675,0.7424999999999999
7673,MLPClassifier,Test,0.4883720930232558,0.3865740740740741
2965,LogisticRegression,Training,0.7125,0.770625
2965,LogisticRegression,Test,0.6578947368421053,0.6869565217391305
2965,RandomForest,Training,0.825,0.9037499999999999
2965,RandomForest,Test,0.5263157894736842,0.6159420289855073
2965,GradientBoosting,Training,0.925,0.985625
2965,GradientBoosting,Test,0.6052631578947368,0.6710144927536232
2965,SVC,Training,0.7375,0.7775000000000001
2965,SVC,Test,0.6052631578947368,0.6463768115942029
2965,MLPClassifier,Training,0.75,0.805625
2965,MLPClassifier,Test,0.5789473684210527,0.6260869565217391
8904,LogisticRegression,Training,0.7125,0.79625
8904,LogisticRegression,Test,0.6470588235294118,0.726643598615917
8904,RandomForest,Training,0.85,0.9328125
8904,RandomForest,Test,0.6176470588235294,0.6833910034602076
8904,GradientBoosting,Training,0.9375,0.99625
8904,GradientBoosting,Test,0.7058823529411765,0.7508650519031143
8904,SVC,Training,0.7,0.79875
8904,SVC,Test,0.5882352941176471,0.726643598615917
8904,MLPClassifier,Training,0.8375,0.9237500000000001
8904,MLPClassifier,Test,0.6176470588235294,0.685121107266436
8633,LogisticRegression,Training,0.675,0.73875
8633,LogisticRegression,Test,0.7073170731707317,0.7342995169082126
8633,RandomForest,Training,0.8,0.896875
8633,RandomForest,Test,0.7317073170731707,0.714975845410628
8633,GradientBoosting,Training,0.75,0.8521875
8633,GradientBoosting,Test,0.7073170731707317,0.6992753623188406
8633,SVC,Training,0.675,0.7084375
8633,SVC,Test,0.7073170731707317,0.7318840579710144
8633,MLPClassifier,Training,0.675,0.7412500000000001
8633,MLPClassifier,Test,0.7073170731707317,0.7391304347826086
9794,LogisticRegression,Training,0.575,0.678125
9794,LogisticRegression,Test,0.7441860465116279,0.8456521739130435
9794,RandomForest,Training,1.0,1.0
9794,RandomForest,Test,0.6511627906976745,0.6054347826086955
9794,GradientBoosting,Training,1.0,1.0
9794,GradientBoosting,Test,0.5581395348837209,0.6239130434782608
9794,SVC,Training,0.625,0.57125
9794,SVC,Test,0.6511627906976745,0.43695652173913047
9794,MLPClassifier,Training,0.6875,0.7106250000000001
9794,MLPClassifier,Test,0.6511627906976745,0.8391304347826087
3982,LogisticRegression,Training,0.7125,0.803125
3982,LogisticRegression,Test,0.5526315789473685,0.6694677871148459
3982,RandomForest,Training,1.0,1.0
3982,RandomForest,Test,0.5526315789473685,0.6512605042016807
3982,GradientBoosting,Training,0.9625,0.9971875
3982,GradientBoosting,Test,0.631578947368421,0.57703081232493
3982,SVC,Training,0.75,0.8
3982,SVC,Test,0.6052631578947368,0.6638655462184874
3982,MLPClassifier,Training,0.775,0.834375
3982,MLPClassifier,Test,0.6052631578947368,0.6666666666666666
1383,LogisticRegression,Training,0.6875,0.7006249999999999
1383,LogisticRegression,Test,0.7446808510638298,0.8115942028985507
1383,RandomForest,Training,0.825,0.9231250000000001
1383,RandomForest,Test,0.6595744680851063,0.6847826086956521
1383,GradientBoosting,Training,1.0,1.0
1383,GradientBoosting,Test,0.48936170212765956,0.6068840579710145
1383,SVC,Training,0.675,0.299375
1383,SVC,Test,0.7446808510638298,0.1847826086956522
1383,MLPClassifier,Training,0.6875,0.7025
1383,MLPClassifier,Test,0.7446808510638298,0.8115942028985507
1096,LogisticRegression,Training,0.65,0.76125
1096,LogisticRegression,Test,0.725,0.7827380952380952
1096,RandomForest,Training,0.7625,0.890625
1096,RandomForest,Test,0.625,0.7633928571428572
1096,GradientBoosting,Training,0.7875,0.8684375
1096,GradientBoosting,Test,0.625,0.7425595238095237
1096,SVC,Training,0.725,0.749375
1096,SVC,Test,0.625,0.7261904761904762
1096,MLPClassifier,Training,0.7125,0.766875
1096,MLPClassifier,Test,0.65,0.7797619047619048
6815,LogisticRegression,Training,0.675,0.728125
6815,LogisticRegression,Test,0.7045454545454546,0.7521367521367521
6815,RandomForest,Training,0.85,0.951875
6815,RandomForest,Test,0.6818181818181818,0.6891025641025641
6815,GradientBoosting,Training,0.9,0.9871875
6815,GradientBoosting,Test,0.5454545454545454,0.6442307692307693
6815,SVC,Training,0.65,0.7224999999999999
6815,SVC,Test,0.7045454545454546,0.7435897435897435
6815,MLPClassifier,Training,0.7,0.73375
6815,MLPClassifier,Test,0.7045454545454546,0.7542735042735043
475,LogisticRegression,Training,0.65,0.724375
475,LogisticRegression,Test,0.7708333333333334,0.7762237762237763
475,RandomForest,Training,0.85,0.953125
475,RandomForest,Test,0.625,0.6127622377622377
475,GradientBoosting,Training,0.95,0.9921874999999999
475,GradientBoosting,Test,0.5833333333333334,0.6914335664335665
475,SVC,Training,0.675,0.791875
475,SVC,Test,0.5833333333333334,0.5611888111888111
475,MLPClassifier,Training,0.6875,0.78625
475,MLPClassifier,Test,0.625,0.6538461538461539
7725,LogisticRegression,Training,0.7,0.7593749999999999
7725,LogisticRegression,Test,0.6590909090909091,0.8114143920595533
7725,RandomForest,Training,0.8125,0.891875
7725,RandomForest,Test,0.6590909090909091,0.8325062034739454
7725,GradientBoosting,Training,0.75,0.830625
7725,GradientBoosting,Test,0.7045454545454546,0.7754342431761786
7725,SVC,Training,0.7,0.24
7725,SVC,Test,0.7045454545454546,0.18858560794044665
7725,MLPClassifier,Training,0.7,0.7637499999999999
7725,MLPClassifier,Test,0.6590909090909091,0.8014888337468983
926,LogisticRegression,Training,0.725,0.82125
926,LogisticRegression,Test,0.6216216216216216,0.5833333333333334
926,RandomForest,Training,0.9375,0.9937499999999999
926,RandomForest,Test,0.4594594594594595,0.4613095238095238
926,GradientBoosting,Training,1.0,1.0
926,GradientBoosting,Test,0.5135135135135135,0.5104166666666666
926,SVC,Training,0.75,0.8200000000000001
926,SVC,Test,0.6216216216216216,0.5892857142857143
926,MLPClassifier,Training,0.925,0.97875
926,MLPClassifier,Test,0.5945945945945946,0.44940476190476186
9280,LogisticRegression,Training,0.625,0.70125
9280,LogisticRegression,Test,0.7441860465116279,0.8201754385964912
9280,RandomForest,Training,1.0,1.0
9280,RandomForest,Test,0.5813953488372093,0.5899122807017543
9280,GradientBoosting,Training,0.9375,0.975625
9280,GradientBoosting,Test,0.5581395348837209,0.6008771929824561
9280,SVC,Training,0.6125,0.29531250000000003
9280,SVC,Test,0.6046511627906976,0.19846491228070173
9280,MLPClassifier,Training,0.65,0.716875
9280,MLPClassifier,Test,0.813953488372093,0.8464912280701755
9586,LogisticRegression,Training,0.6375,0.735
9586,LogisticRegression,Test,0.6923076923076923,0.8114285714285714
9586,RandomForest,Training,0.8625,0.971875
9586,RandomForest,Test,0.5897435897435898,0.7042857142857142
9586,GradientBoosting,Training,0.7125,0.8259375
9586,GradientBoosting,Test,0.48717948717948717,0.7085714285714285
9586,SVC,Training,0.675,0.736875
9586,SVC,Test,0.5641025641025641,0.8142857142857143
9586,MLPClassifier,Training,0.725,0.7525000000000001
9586,MLPClassifier,Test,0.5897435897435898,0.8114285714285714
4797,LogisticRegression,Training,0.725,0.795625
4797,LogisticRegression,Test,0.6410256410256411,0.6697530864197531
4797,RandomForest,Training,0.85,0.935625
4797,RandomForest,Test,0.5897435897435898,0.6527777777777778
4797,GradientBoosting,Training,0.75,0.8756250000000001
4797,GradientBoosting,Test,0.5897435897435898,0.5632716049382717
4797,SVC,Training,0.725,0.204375
4797,SVC,Test,0.6666666666666666,0.3256172839506173
4797,MLPClassifier,Training,0.75,0.801875
4797,MLPClassifier,Test,0.6153846153846154,0.6604938271604938
