Seed,Model,Dataset,Accuracy,AUC
325,SVC,Test,0.6904761904761905,0.7148148148148148
325,MLPClassifier,Training,0.6710526315789473,0.7657657657657658
325,MLPClassifier,Test,0.7380952380952381,0.7456790123456789
519,LogisticRegression,Training,0.7368421052631579,0.7963354474982383
519,LogisticRegression,Test,0.5476190476190477,0.6712018140589568
519,RandomForest,Training,0.8552631578947368,0.9348132487667371
519,RandomForest,Test,0.5714285714285714,0.6666666666666666
519,GradientBoosting,Training,0.8289473684210527,0.9140239605355885
519,GradientBoosting,Test,0.5714285714285714,0.6337868480725624
519,SVC,Training,0.7236842105263158,0.7667371388301621
519,SVC,Test,0.5952380952380952,0.6575963718820862
519,MLPClassifier,Training,0.8157894736842105,0.9147286821705425
519,MLPClassifier,Test,0.5238095238095238,0.6145124716553287
8589,LogisticRegression,Training,0.6578947368421053,0.7633053221288516
8589,LogisticRegression,Test,0.7380952380952381,0.7818181818181817
8589,RandomForest,Training,0.8289473684210527,0.9061624649859944
8589,RandomForest,Test,0.6904761904761905,0.6863636363636364
8589,GradientBoosting,Training,1.0,1.0
8589,GradientBoosting,Test,0.6190476190476191,0.6670454545454545
8589,SVC,Training,0.6710526315789473,0.7605042016806722
8589,SVC,Test,0.7380952380952381,0.7431818181818183
8589,MLPClassifier,Training,0.6710526315789473,0.7633053221288516
8589,MLPClassifier,Test,0.7857142857142857,0.7795454545454545
2298,LogisticRegression,Training,0.6578947368421053,0.7340501792114695
2298,LogisticRegression,Test,0.7142857142857143,0.8100686498855836
2298,RandomForest,Training,0.8552631578947368,0.9075268817204301
2298,RandomForest,Test,0.6190476190476191,0.7368421052631579
2298,GradientBoosting,Training,0.9605263157894737,0.9917562724014337
2298,GradientBoosting,Test,0.5952380952380952,0.6967963386727689
2298,SVC,Training,0.7105263157894737,0.7541218637992833
2298,SVC,Test,0.6666666666666666,0.7208237986270022
2298,MLPClassifier,Training,0.6842105263157895,0.7534050179211469
2298,MLPClassifier,Test,0.7142857142857143,0.8146453089244852
6342,LogisticRegression,Training,0.7368421052631579,0.773913043478261
6342,LogisticRegression,Test,0.6190476190476191,0.7407407407407407
6342,RandomForest,Training,0.8289473684210527,0.9170289855072463
6342,RandomForest,Test,0.5238095238095238,0.5972222222222222
6342,GradientBoosting,Training,0.9868421052631579,0.9992753623188406
6342,GradientBoosting,Test,0.5,0.6145833333333334
6342,SVC,Training,0.7236842105263158,0.7847826086956522
6342,SVC,Test,0.5714285714285714,0.6759259259259259
6342,MLPClassifier,Training,0.7236842105263158,0.782608695652174
6342,MLPClassifier,Test,0.6190476190476191,0.7175925925925926
1306,LogisticRegression,Training,0.6710526315789473,0.7677556818181818
1306,LogisticRegression,Test,0.6190476190476191,0.759090909090909
1306,RandomForest,Training,0.8026315789473685,0.9083806818181819
1306,RandomForest,Test,0.6428571428571429,0.6943181818181818
1306,GradientBoosting,Training,1.0,1.0
1306,GradientBoosting,Test,0.7142857142857143,0.759090909090909
1306,SVC,Training,0.6973684210526315,0.7386363636363636
1306,SVC,Test,0.5952380952380952,0.7613636363636364
1306,MLPClassifier,Training,0.7105263157894737,0.7713068181818181
1306,MLPClassifier,Test,0.6666666666666666,0.7545454545454545
9480,LogisticRegression,Training,0.7368421052631579,0.8032212885154062
9480,LogisticRegression,Test,0.6190476190476191,0.6863636363636364
9480,RandomForest,Training,0.8421052631578947,0.9229691876750701
9480,RandomForest,Test,0.5238095238095238,0.6022727272727273
9480,GradientBoosting,Training,1.0,1.0
9480,GradientBoosting,Test,0.5,0.4772727272727273
9480,SVC,Training,0.7105263157894737,0.7906162464985995
9480,SVC,Test,0.6190476190476191,0.6590909090909092
9480,MLPClassifier,Training,0.9210526315789473,0.9831932773109244
9480,MLPClassifier,Test,0.5,0.5886363636363636
6542,LogisticRegression,Training,0.6578947368421053,0.7521008403361344
6542,LogisticRegression,Test,0.6666666666666666,0.775
6542,RandomForest,Training,0.8157894736842105,0.9082633053221288
6542,RandomForest,Test,0.6428571428571429,0.7556818181818181
6542,GradientBoosting,Training,1.0,1.0
6542,GradientBoosting,Test,0.6190476190476191,0.7306818181818182
6542,SVC,Training,0.6842105263157895,0.7478991596638656
6542,SVC,Test,0.6666666666666666,0.7272727272727273
6542,MLPClassifier,Training,0.6842105263157895,0.7598039215686274
6542,MLPClassifier,Test,0.7142857142857143,0.7704545454545454
4727,LogisticRegression,Training,0.75,0.8229965156794425
4727,LogisticRegression,Test,0.5952380952380952,0.6567505720823799
4727,RandomForest,Training,0.8289473684210527,0.9247386759581881
4727,RandomForest,Test,0.6666666666666666,0.6533180778032037
4727,GradientBoosting,Training,0.8026315789473685,0.8560975609756097
4727,GradientBoosting,Test,0.6428571428571429,0.6304347826086957
4727,SVC,Training,0.7236842105263158,0.7986062717770035
4727,SVC,Test,0.5714285714285714,0.6224256292906178
4727,MLPClassifier,Training,0.7236842105263158,0.8264808362369338
4727,MLPClassifier,Test,0.5476190476190477,0.6567505720823799
2302,LogisticRegression,Training,0.7236842105263158,0.8167247386759581
2302,LogisticRegression,Test,0.6190476190476191,0.6636155606407322
2302,RandomForest,Training,0.8157894736842105,0.9254355400696864
2302,RandomForest,Test,0.6428571428571429,0.6556064073226545
2302,GradientBoosting,Training,0.7763157894736842,0.8620209059233448
2302,GradientBoosting,Test,0.6666666666666666,0.6567505720823799
2302,SVC,Training,0.6973684210526315,0.8153310104529616
2302,SVC,Test,0.5952380952380952,0.6338672768878718
2302,MLPClassifier,Training,0.7236842105263158,0.8181184668989547
2302,MLPClassifier,Test,0.6904761904761905,0.6681922196796338
