Seed,Model,Dataset,Accuracy,AUC
5456,SVC,Test,0.5952380952380952,0.7025171624713958
5456,MLPClassifier,Training,0.6973684210526315,0.7853658536585366
5456,MLPClassifier,Test,0.6428571428571429,0.7322654462242563
423,LogisticRegression,Training,0.6710526315789473,0.7920997920997921
423,LogisticRegression,Test,0.6904761904761905,0.7058823529411764
423,RandomForest,Training,0.8157894736842105,0.9078309078309079
423,RandomForest,Test,0.5952380952380952,0.668235294117647
423,GradientBoosting,Training,1.0,1.0
423,GradientBoosting,Test,0.5238095238095238,0.5670588235294117
423,SVC,Training,0.7105263157894737,0.7643797643797643
423,SVC,Test,0.6666666666666666,0.7011764705882353
423,MLPClassifier,Training,0.6973684210526315,0.7955647955647955
423,MLPClassifier,Test,0.6904761904761905,0.7105882352941176
534,LogisticRegression,Training,0.7105263157894737,0.7430747922437673
534,LogisticRegression,Test,0.7142857142857143,0.7836538461538461
534,RandomForest,Training,0.8289473684210527,0.9182825484764543
534,RandomForest,Test,0.7142857142857143,0.7415865384615384
534,GradientBoosting,Training,0.7236842105263158,0.8376038781163435
534,GradientBoosting,Test,0.6904761904761905,0.7259615384615385
534,SVC,Training,0.6842105263157895,0.7333795013850415
534,SVC,Test,0.6904761904761905,0.7620192307692308
534,MLPClassifier,Training,0.6973684210526315,0.7728531855955678
534,MLPClassifier,Test,0.7142857142857143,0.7403846153846154
7773,LogisticRegression,Training,0.7236842105263158,0.7792114695340502
7773,LogisticRegression,Test,0.6428571428571429,0.7688787185354691
7773,RandomForest,Training,0.9605263157894737,0.9956989247311827
7773,RandomForest,Test,0.5714285714285714,0.608695652173913
7773,GradientBoosting,Training,0.7105263157894737,0.8078853046594983
7773,GradientBoosting,Test,0.5476190476190477,0.7151029748283753
7773,SVC,Training,0.6973684210526315,0.7677419354838709
7773,SVC,Test,0.5714285714285714,0.7322654462242563
7773,MLPClassifier,Training,0.6842105263157895,0.782078853046595
7773,MLPClassifier,Test,0.6666666666666666,0.7734553775743708
4864,LogisticRegression,Training,0.6842105263157895,0.7612044817927172
4864,LogisticRegression,Test,0.6666666666666666,0.7681818181818181
4864,RandomForest,Training,0.881578947368421,0.9618347338935574
4864,RandomForest,Test,0.5714285714285714,0.634090909090909
4864,GradientBoosting,Training,0.9078947368421053,0.9863445378151261
4864,GradientBoosting,Test,0.6904761904761905,0.7659090909090909
4864,SVC,Training,0.6973684210526315,0.7661064425770308
4864,SVC,Test,0.5952380952380952,0.7204545454545455
4864,MLPClassifier,Training,0.6842105263157895,0.7577030812324931
4864,MLPClassifier,Test,0.6428571428571429,0.7704545454545455
6179,LogisticRegression,Training,0.6842105263157895,0.7878151260504203
6179,LogisticRegression,Test,0.6428571428571429,0.725
6179,RandomForest,Training,0.8026315789473685,0.8991596638655462
6179,RandomForest,Test,0.6666666666666666,0.6795454545454546
6179,GradientBoosting,Training,0.8289473684210527,0.9345238095238095
6179,GradientBoosting,Test,0.6666666666666666,0.65
6179,SVC,Training,0.7368421052631579,0.7766106442577031
6179,SVC,Test,0.6666666666666666,0.7
6179,MLPClassifier,Training,0.7368421052631579,0.7920168067226891
6179,MLPClassifier,Test,0.6666666666666666,0.7090909090909091
3579,LogisticRegression,Training,0.75,0.7957063711911357
3579,LogisticRegression,Test,0.6190476190476191,0.6802884615384616
3579,RandomForest,Training,0.9078947368421053,0.9903047091412742
3579,RandomForest,Test,0.4523809523809524,0.4375
3579,GradientBoosting,Training,0.8289473684210527,0.8628808864265928
3579,GradientBoosting,Test,0.5,0.5228365384615384
3579,SVC,Training,0.7894736842105263,0.8234072022160664
3579,SVC,Test,0.5238095238095238,0.5745192307692308
3579,MLPClassifier,Training,0.8947368421052632,0.9757617728531855
3579,MLPClassifier,Test,0.4523809523809524,0.5360576923076923
6082,LogisticRegression,Training,0.7236842105263158,0.7850599013389712
6082,LogisticRegression,Test,0.6190476190476191,0.7210884353741497
6082,RandomForest,Training,0.8552631578947368,0.9548978153629317
6082,RandomForest,Test,0.5,0.5374149659863946
6082,GradientBoosting,Training,0.7236842105263158,0.8026779422128258
6082,GradientBoosting,Test,0.5476190476190477,0.6394557823129251
6082,SVC,Training,0.7236842105263158,0.8083157152924595
6082,SVC,Test,0.5476190476190477,0.6213151927437641
6082,MLPClassifier,Training,0.7105263157894737,0.7857646229739252
6082,MLPClassifier,Test,0.5952380952380952,0.7052154195011338
2331,LogisticRegression,Training,0.6973684210526315,0.7922437673130194
2331,LogisticRegression,Test,0.6190476190476191,0.7355769230769231
2331,RandomForest,Training,0.9473684210526315,0.9927285318559557
2331,RandomForest,Test,0.5476190476190477,0.5949519230769231
2331,GradientBoosting,Training,1.0,1.0
2331,GradientBoosting,Test,0.5476190476190477,0.5817307692307692
2331,SVC,Training,0.7368421052631579,0.796398891966759
2331,SVC,Test,0.5952380952380952,0.673076923076923
2331,MLPClassifier,Training,0.868421052631579,0.9549861495844876
2331,MLPClassifier,Test,0.6428571428571429,0.6274038461538461
1215,LogisticRegression,Training,0.7105263157894737,0.8173611111111111
1215,LogisticRegression,Test,0.6428571428571429,0.6875000000000001
1215,RandomForest,Training,0.7763157894736842,0.90625
1215,RandomForest,Test,0.5714285714285714,0.6435185185185185
1215,GradientBoosting,Training,0.7631578947368421,0.815625
1215,GradientBoosting,Test,0.6190476190476191,0.6157407407407407
1215,SVC,Training,0.7236842105263158,0.7951388888888888
1215,SVC,Test,0.6428571428571429,0.6388888888888888
1215,MLPClassifier,Training,0.7236842105263158,0.8194444444444444
1215,MLPClassifier,Test,0.6190476190476191,0.6875000000000001
8345,LogisticRegression,Training,0.6842105263157895,0.7833806818181819
8345,LogisticRegression,Test,0.6190476190476191,0.7295454545454545
8345,RandomForest,Training,0.7631578947368421,0.8977272727272727
8345,RandomForest,Test,0.5952380952380952,0.6897727272727273
8345,GradientBoosting,Training,0.7368421052631579,0.8338068181818182
8345,GradientBoosting,Test,0.5714285714285714,0.7056818181818182
8345,SVC,Training,0.6842105263157895,0.7769886363636365
8345,SVC,Test,0.6666666666666666,0.6977272727272728
8345,MLPClassifier,Training,0.6973684210526315,0.7883522727272727
8345,MLPClassifier,Test,0.6666666666666666,0.7181818181818181
2730,LogisticRegression,Training,0.6973684210526315,0.8068181818181818
2730,LogisticRegression,Test,0.6666666666666666,0.7136363636363636
2730,RandomForest,Training,0.8552631578947368,0.9325284090909091
2730,RandomForest,Test,0.5476190476190477,0.6079545454545454
2730,GradientBoosting,Training,1.0,1.0
2730,GradientBoosting,Test,0.4523809523809524,0.4545454545454545
2730,SVC,Training,0.7236842105263158,0.7833806818181819
2730,SVC,Test,0.5714285714285714,0.7409090909090909
2730,MLPClassifier,Training,0.7236842105263158,0.8061079545454546
2730,MLPClassifier,Test,0.6190476190476191,0.7113636363636363
6162,LogisticRegression,Training,0.6842105263157895,0.7419354838709677
6162,LogisticRegression,Test,0.5714285714285714,0.8489702517162472
6162,RandomForest,Training,0.8157894736842105,0.9089605734767026
6162,RandomForest,Test,0.5952380952380952,0.7494279176201374
6162,GradientBoosting,Training,0.7368421052631579,0.8218637992831541
6162,GradientBoosting,Test,0.5714285714285714,0.8100686498855835
6162,SVC,Training,0.6842105263157895,0.7369175627240143
6162,SVC,Test,0.6190476190476191,0.665903890160183
6162,MLPClassifier,Training,0.6842105263157895,0.7419354838709677
6162,MLPClassifier,Test,0.6428571428571429,0.860411899313501
1828,LogisticRegression,Training,0.6710526315789473,0.7583333333333334
1828,LogisticRegression,Test,0.7142857142857143,0.7615740740740741
1828,RandomForest,Training,0.7894736842105263,0.9
1828,RandomForest,Test,0.5952380952380952,0.6678240740740742
1828,GradientBoosting,Training,0.8026315789473685,0.9163194444444445
1828,GradientBoosting,Test,0.5714285714285714,0.5717592592592592
1828,SVC,Training,0.7368421052631579,0.8111111111111111
1828,SVC,Test,0.5714285714285714,0.6365740740740741
1828,MLPClassifier,Training,0.7368421052631579,0.8097222222222222
1828,MLPClassifier,Test,0.5714285714285714,0.6736111111111112
2345,LogisticRegression,Training,0.7368421052631579,0.7613636363636365
2345,LogisticRegression,Test,0.6190476190476191,0.75
2345,RandomForest,Training,0.7894736842105263,0.8877840909090909
2345,RandomForest,Test,0.6190476190476191,0.6352272727272728
2345,GradientBoosting,Training,0.7894736842105263,0.9385653409090909
2345,GradientBoosting,Test,0.5476190476190477,0.6090909090909091
2345,SVC,Training,0.7368421052631579,0.8039772727272728
2345,SVC,Test,0.6428571428571429,0.6386363636363637
2345,MLPClassifier,Training,0.7236842105263158,0.7776988636363636
2345,MLPClassifier,Test,0.6428571428571429,0.7113636363636363
9329,LogisticRegression,Training,0.6842105263157895,0.8061079545454546
9329,LogisticRegression,Test,0.6428571428571429,0.6931818181818182
9329,RandomForest,Training,0.8421052631578947,0.9616477272727273
9329,RandomForest,Test,0.5714285714285714,0.6318181818181818
9329,GradientBoosting,Training,0.8552631578947368,0.9446022727272727
9329,GradientBoosting,Test,0.6904761904761905,0.6806818181818183
9329,SVC,Training,0.7368421052631579,0.7883522727272727
9329,SVC,Test,0.6428571428571429,0.6863636363636364
9329,MLPClassifier,Training,0.7763157894736842,0.8565340909090909
9329,MLPClassifier,Test,0.5952380952380952,0.6295454545454545
8926,LogisticRegression,Training,0.7236842105263158,0.8245243128964059
8926,LogisticRegression,Test,0.6190476190476191,0.6485260770975056
8926,RandomForest,Training,0.8157894736842105,0.9217758985200846
8926,RandomForest,Test,0.6190476190476191,0.6587301587301586
8926,GradientBoosting,Training,0.7631578947368421,0.8883016208597604
8926,GradientBoosting,Test,0.6190476190476191,0.645124716553288
8926,SVC,Training,0.7631578947368421,0.7914023960535589
8926,SVC,Test,0.5714285714285714,0.6575963718820861
8926,MLPClassifier,Training,0.7631578947368421,0.8273431994362226
8926,MLPClassifier,Test,0.6190476190476191,0.6507936507936508
2732,LogisticRegression,Training,0.7105263157894737,0.756063756063756
2732,LogisticRegression,Test,0.6666666666666666,0.7777777777777778
2732,RandomForest,Training,1.0,1.0
2732,RandomForest,Test,0.6428571428571429,0.6012345679012345
2732,GradientBoosting,Training,1.0,1.0
2732,GradientBoosting,Test,0.6428571428571429,0.6814814814814815
2732,SVC,Training,0.6842105263157895,0.7345807345807346
2732,SVC,Test,0.7142857142857143,0.7259259259259259
2732,MLPClassifier,Training,0.6842105263157895,0.7643797643797644
2732,MLPClassifier,Test,0.7142857142857143,0.7753086419753087
2251,LogisticRegression,Training,0.6973684210526315,0.73125
2251,LogisticRegression,Test,0.7142857142857143,0.7939814814814814
2251,RandomForest,Training,0.7894736842105263,0.9027777777777778
2251,RandomForest,Test,0.6666666666666666,0.75
2251,GradientBoosting,Training,0.8026315789473685,0.9131944444444444
2251,GradientBoosting,Test,0.5714285714285714,0.6655092592592593
2251,SVC,Training,0.6973684210526315,0.7284722222222222
2251,SVC,Test,0.7380952380952381,0.75
2251,MLPClassifier,Training,0.6973684210526315,0.7291666666666666
2251,MLPClassifier,Test,0.7142857142857143,0.7962962962962963
7635,LogisticRegression,Training,0.6447368421052632,0.7456445993031359
7635,LogisticRegression,Test,0.7619047619047619,0.7963386727688787
7635,RandomForest,Training,0.868421052631579,0.9358885017421603
7635,RandomForest,Test,0.5238095238095238,0.6430205949656751
7635,GradientBoosting,Training,1.0,1.0
7635,GradientBoosting,Test,0.5476190476190477,0.5938215102974829
7635,SVC,Training,0.6842105263157895,0.805574912891986
7635,SVC,Test,0.6666666666666666,0.5812356979405034
7635,MLPClassifier,Training,0.8026315789473685,0.8627177700348433
7635,MLPClassifier,Test,0.5,0.5675057208237986
6263,LogisticRegression,Training,0.6578947368421053,0.7528011204481793
6263,LogisticRegression,Test,0.6666666666666666,0.7886363636363636
6263,RandomForest,Training,0.8289473684210527,0.9159663865546218
6263,RandomForest,Test,0.6428571428571429,0.7477272727272727
6263,GradientBoosting,Training,0.6842105263157895,0.7906162464985994
6263,GradientBoosting,Test,0.6666666666666666,0.7818181818181817
6263,SVC,Training,0.6842105263157895,0.7675070028011205
6263,SVC,Test,0.6190476190476191,0.7227272727272728
6263,MLPClassifier,Training,0.8026315789473685,0.9103641456582633
6263,MLPClassifier,Test,0.5238095238095238,0.625
5611,LogisticRegression,Training,0.6973684210526315,0.7512195121951221
5611,LogisticRegression,Test,0.6666666666666666,0.8054919908466819
5611,RandomForest,Training,0.7631578947368421,0.8926829268292683
5611,RandomForest,Test,0.6904761904761905,0.72883295194508
5611,GradientBoosting,Training,0.7631578947368421,0.8588850174216028
5611,GradientBoosting,Test,0.6904761904761905,0.6853546910755148
5611,SVC,Training,0.7236842105263158,0.7310104529616724
5611,SVC,Test,0.6428571428571429,0.6842105263157894
5611,MLPClassifier,Training,0.6973684210526315,0.7547038327526133
5611,MLPClassifier,Test,0.6666666666666666,0.8054919908466819
3047,LogisticRegression,Training,0.75,0.8361111111111111
3047,LogisticRegression,Test,0.5952380952380952,0.6458333333333334
3047,RandomForest,Training,0.7894736842105263,0.9263888888888888
3047,RandomForest,Test,0.5714285714285714,0.6134259259259259
3047,GradientBoosting,Training,0.8421052631578947,0.9340277777777777
3047,GradientBoosting,Test,0.5714285714285714,0.5879629629629629
3047,SVC,Training,0.7894736842105263,0.8277777777777778
3047,SVC,Test,0.5952380952380952,0.5740740740740741
3047,MLPClassifier,Training,0.7763157894736842,0.8388888888888889
3047,MLPClassifier,Test,0.5952380952380952,0.6550925925925927
2300,LogisticRegression,Training,0.7631578947368421,0.8207282913165266
2300,LogisticRegression,Test,0.5476190476190477,0.6113636363636363
2300,RandomForest,Training,0.8421052631578947,0.9236694677871148
2300,RandomForest,Test,0.5714285714285714,0.5909090909090908
2300,GradientBoosting,Training,1.0,1.0
2300,GradientBoosting,Test,0.5714285714285714,0.5602272727272727
2300,SVC,Training,0.7763157894736842,0.8480392156862745
2300,SVC,Test,0.5714285714285714,0.5295454545454545
2300,MLPClassifier,Training,0.7631578947368421,0.8249299719887955
2300,MLPClassifier,Test,0.5476190476190477,0.6113636363636363
9482,LogisticRegression,Training,0.6973684210526315,0.7991543340380548
9482,LogisticRegression,Test,0.6666666666666666,0.7006802721088435
9482,RandomForest,Training,0.9210526315789473,0.9908386187455954
9482,RandomForest,Test,0.5,0.5975056689342404
9482,GradientBoosting,Training,1.0,1.0
9482,GradientBoosting,Test,0.47619047619047616,0.5068027210884354
9482,SVC,Training,0.7368421052631579,0.7843551797040169
9482,SVC,Test,0.5952380952380952,0.653061224489796
9482,MLPClassifier,Training,0.7105263157894737,0.7984496124031008
9482,MLPClassifier,Test,0.7142857142857143,0.6984126984126984
6468,LogisticRegression,Training,0.6842105263157895,0.7846260387811634
6468,LogisticRegression,Test,0.6428571428571429,0.7403846153846154
6468,RandomForest,Training,0.8552631578947368,0.96398891966759
6468,RandomForest,Test,0.5952380952380952,0.6658653846153846
6468,GradientBoosting,Training,0.6973684210526315,0.8054016620498615
6468,GradientBoosting,Test,0.5952380952380952,0.671875
6468,SVC,Training,0.6973684210526315,0.788781163434903
6468,SVC,Test,0.5952380952380952,0.7235576923076923
6468,MLPClassifier,Training,0.6710526315789473,0.7811634349030471
6468,MLPClassifier,Test,0.6666666666666666,0.75
2520,LogisticRegression,Training,0.6578947368421053,0.7397849462365591
2520,LogisticRegression,Test,0.6904761904761905,0.7917620137299771
2520,RandomForest,Training,0.8157894736842105,0.9376344086021505
2520,RandomForest,Test,0.6190476190476191,0.7036613272311213
2520,GradientBoosting,Training,0.6578947368421053,0.753405017921147
2520,GradientBoosting,Test,0.5714285714285714,0.7254004576659039
2520,SVC,Training,0.6842105263157895,0.7541218637992831
2520,SVC,Test,0.6190476190476191,0.7139588100686499
2520,MLPClassifier,Training,0.6842105263157895,0.7433691756272401
2520,MLPClassifier,Test,0.6190476190476191,0.7871853546910754
4642,LogisticRegression,Training,0.6710526315789473,0.7412186379928315
4642,LogisticRegression,Test,0.6666666666666666,0.8237986270022883
4642,RandomForest,Training,0.8289473684210527,0.9211469534050178
4642,RandomForest,Test,0.5238095238095238,0.6224256292906178
4642,GradientBoosting,Training,1.0,1.0
4642,GradientBoosting,Test,0.4523809523809524,0.5434782608695652
4642,SVC,Training,0.6710526315789473,0.7813620071684588
4642,SVC,Test,0.6190476190476191,0.7070938215102975
4642,MLPClassifier,Training,0.9210526315789473,0.967741935483871
4642,MLPClassifier,Test,0.47619047619047616,0.5903890160183066
7826,LogisticRegression,Training,0.6710526315789473,0.7585227272727273
7826,LogisticRegression,Test,0.6666666666666666,0.765909090909091
7826,RandomForest,Training,0.7763157894736842,0.8991477272727273
7826,RandomForest,Test,0.7142857142857143,0.7534090909090909
7826,GradientBoosting,Training,0.9210526315789473,0.9833096590909091
7826,GradientBoosting,Test,0.6904761904761905,0.6738636363636363
7826,SVC,Training,0.6578947368421053,0.7301136363636364
7826,SVC,Test,0.6666666666666666,0.7840909090909091
7826,MLPClassifier,Training,0.6842105263157895,0.7578125
7826,MLPClassifier,Test,0.6666666666666666,0.775
5628,LogisticRegression,Training,0.6973684210526315,0.7769886363636364
5628,LogisticRegression,Test,0.6428571428571429,0.7295454545454545
5628,RandomForest,Training,1.0,1.0
5628,RandomForest,Test,0.5476190476190477,0.5920454545454545
5628,GradientBoosting,Training,1.0,1.0
5628,GradientBoosting,Test,0.5952380952380952,0.6318181818181818
5628,SVC,Training,0.7236842105263158,0.7489346590909091
5628,SVC,Test,0.6190476190476191,0.7022727272727273
5628,MLPClassifier,Training,0.7236842105263158,0.7784090909090908
5628,MLPClassifier,Test,0.6428571428571429,0.7340909090909091
522,LogisticRegression,Training,0.6578947368421053,0.7318087318087318
522,LogisticRegression,Test,0.7619047619047619,0.7802469135802469
522,RandomForest,Training,0.7894736842105263,0.9161469161469161
522,RandomForest,Test,0.5476190476190477,0.6617283950617283
522,GradientBoosting,Training,0.8289473684210527,0.9078309078309079
522,GradientBoosting,Test,0.6190476190476191,0.6555555555555556
522,SVC,Training,0.6842105263157895,0.7595287595287595
522,SVC,Test,0.6428571428571429,0.6987654320987654
522,MLPClassifier,Training,0.6710526315789473,0.7664587664587664
522,MLPClassifier,Test,0.6904761904761905,0.7506172839506173
8480,LogisticRegression,Training,0.7105263157894737,0.7885304659498208
8480,LogisticRegression,Test,0.5714285714285714,0.7368421052631579
8480,RandomForest,Training,0.8421052631578947,0.9225806451612903
8480,RandomForest,Test,0.6666666666666666,0.6956521739130436
8480,GradientBoosting,Training,0.881578947368421,0.9526881720430107
8480,GradientBoosting,Test,0.6190476190476191,0.6853546910755148
8480,SVC,Training,0.75,0.7820788530465949
8480,SVC,Test,0.5952380952380952,0.6979405034324943
8480,MLPClassifier,Training,0.7236842105263158,0.792831541218638
8480,MLPClassifier,Test,0.5952380952380952,0.7299771167048055
3404,LogisticRegression,Training,0.6052631578947368,0.7027777777777778
3404,LogisticRegression,Test,0.8095238095238095,0.8680555555555556
3404,RandomForest,Training,1.0,1.0
3404,RandomForest,Test,0.6190476190476191,0.5671296296296295
3404,GradientBoosting,Training,0.9868421052631579,0.9989583333333333
3404,GradientBoosting,Test,0.5476190476190477,0.548611111111111
3404,SVC,Training,0.6447368421052632,0.7055555555555555
3404,SVC,Test,0.7857142857142857,0.8449074074074074
3404,MLPClassifier,Training,0.8947368421052632,0.9618055555555556
3404,MLPClassifier,Test,0.6428571428571429,0.6875
5931,LogisticRegression,Training,0.6578947368421053,0.726957726957727
5931,LogisticRegression,Test,0.8095238095238095,0.8423529411764705
5931,RandomForest,Training,0.8947368421052632,0.9799029799029799
5931,RandomForest,Test,0.6666666666666666,0.7176470588235294
5931,GradientBoosting,Training,0.9342105263157895,0.9861399861399861
5931,GradientBoosting,Test,0.6428571428571429,0.7047058823529413
5931,SVC,Training,0.6578947368421053,0.702009702009702
5931,SVC,Test,0.7619047619047619,0.8211764705882354
5931,MLPClassifier,Training,0.6710526315789473,0.7276507276507276
5931,MLPClassifier,Test,0.7619047619047619,0.84
2289,LogisticRegression,Training,0.6710526315789473,0.7401247401247402
2289,LogisticRegression,Test,0.7142857142857143,0.8197530864197531
2289,RandomForest,Training,0.8026315789473685,0.9112959112959114
2289,RandomForest,Test,0.6904761904761905,0.7654320987654321
2289,GradientBoosting,Training,1.0,1.0
2289,GradientBoosting,Test,0.7380952380952381,0.7567901234567902
2289,SVC,Training,0.6842105263157895,0.7276507276507276
2289,SVC,Test,0.7380952380952381,0.7925925925925926
2289,MLPClassifier,Training,0.6973684210526315,0.7394317394317395
2289,MLPClassifier,Test,0.7380952380952381,0.8148148148148148
9043,LogisticRegression,Training,0.6710526315789473,0.7372159090909091
9043,LogisticRegression,Test,0.6428571428571429,0.8454545454545455
9043,RandomForest,Training,0.7894736842105263,0.8899147727272727
9043,RandomForest,Test,0.6428571428571429,0.7977272727272727
